"","Date","Bitcoin_Price","Bitcoin_Vol.","Ethereum_Price","Ethereum_Vol.","Eth_Price_Level","Bit_Price_Level","Eth_Classification","Bit_Classification","btc_weekly_return","btc_weekly_change","Bit_Class_Binary"
"949",2022-11-30,17163.9,348220,1294.41,858510,"Medium","Medium","Medium","Medium",0.03158976578136,524.600000000002,0
"950",2022-12-01,16972,266140,1276.05,453590,"Medium","Medium","Medium","Medium",0.0757977206171321,1194.8,0
"951",2022-12-02,17093.6,227010,1295.69,393370,"Medium","Medium","Medium","Medium",0.0543209419659654,879.699999999999,0
"952",2022-12-05,16966.5,268720,1259.56,430540,"Medium","Medium","Medium","Medium",0.0206088823922184,341.599999999999,0
"953",2022-12-06,17089.3,246190,1271.26,342160,"Medium","Medium","Medium","Medium",0.0349436480684095,576,0
"954",2022-12-07,16835.2,244360,1231.04,422120,"Medium","Medium","Medium","Medium",0.0384598777426179,622.5,0
"955",2022-12-08,17225.7,261640,1280.29,447070,"Medium","Medium","Medium","Medium",0.0477664777012725,784.299999999999,0
"956",2022-12-09,17125.7,260840,1262.86,437550,"Medium","Medium","Medium","Medium",-0.00222560140760553,-39.2000000000007,0
"957",2022-12-12,17210.4,249390,1275.02,395620,"Medium","Medium","Medium","Medium",0.0140466650954514,237.400000000001,0
"958",2022-12-13,17778.6,328710,1320.76,717710,"Medium","Medium","Medium","Medium",0.0400734777928582,684,0
"959",2022-12-14,17796.4,318980,1307.3,614310,"Medium","Medium","Medium","Medium",0.0489140364836591,828.900000000001,0
"960",2022-12-15,17356.1,263440,1266.32,446340,"Medium","Medium","Medium","Medium",0.015612108161247,265.799999999999,0
"961",2022-12-16,16629.6,303560,1166.7,829230,"Medium","Medium","Medium","Medium",-0.0122125071279225,-206.600000000002,0
"962",2022-12-19,16441.3,207930,1167.8,337020,"Medium","Medium","Medium","Medium",-0.0455366109940381,-785.400000000001,0
"963",2022-12-20,16902.8,284570,1217.2,497610,"Medium","Medium","Medium","Medium",-0.0130155263726447,-223.900000000001,0
"964",2022-12-21,16831.8,174340,1213.85,269180,"Medium","Medium","Medium","Medium",-0.0219983265932229,-379.600000000002,0
"965",2022-12-22,16820.6,198280,1217.57,383630,"Medium","Medium","Medium","Medium",-0.0538850078183885,-959,0
"966",2022-12-23,16779.1,184120,1220.03,301170,"Medium","Medium","Medium","Medium",-0.0571632464992922,-1018.3,0
"967",2022-12-27,16706.1,192180,1211.6,290020,"Medium","Medium","Medium","Medium",-0.0374508098017412,-651,0
"968",2022-12-28,16546.2,217960,1189.98,407450,"Medium","Medium","Medium","Medium",-0.0050151537018327,-84.3999999999978,0
"969",2022-12-29,16636.4,181470,1200.84,272590,"Medium","Medium","Medium","Medium",0.0118664582484356,194.100000000002,0
"970",2022-12-30,16607.2,192760,1199.8,285770,"Medium","Medium","Medium","Medium",-0.0174882268026598,-296.599999999999,0
"971",2023-01-03,16674.2,178730,1214.57,219980,"Medium","Medium","Medium","Medium",-0.00936322912582133,-158.599999999999,0
"972",2023-01-04,16852.1,247390,1256.92,504280,"Medium","Medium","Medium","Medium",0.00187270370854775,30.5,0
"973",2023-01-05,16829.8,178960,1250.95,289490,"Medium","Medium","Medium","Medium",0.00302161617726826,49.7000000000007,0
"974",2023-01-06,16950.9,233470,1269.14,369540,"Medium","Medium","Medium","Medium",0.0146533302206979,243.800000000003,0
"975",2023-01-09,17180.1,301240,1320.51,629220,"Medium","Medium","Medium","Medium",0.0383109112666351,632.899999999998,0
"976",2023-01-10,17439.1,247140,1335.13,487240,"Medium","Medium","Medium","Medium",0.0482496213123029,801.699999999997,0
"977",2023-01-11,17942.3,291530,1389.84,509990,"Medium","Medium","Medium","Medium",0.0803928416590394,1334.1,0
"978",2023-01-12,18851.3,522010,1416.08,960620,"Medium","Medium","Medium","Medium",0.130566983723357,2176.1,0
"979",2023-01-13,19927,426670,1450.86,552050,"Medium","Medium","Medium","Medium",0.182463906575442,3073.9,0
"980",2023-01-17,21137.1,310040,1564.67,536730,"Medium","Medium","Medium","Medium",0.255932928495882,4306.3,0
"981",2023-01-18,20670.6,388670,1511.31,801710,"Medium","Medium","Medium","Medium",0.219439675769428,3718.7,0
"982",2023-01-19,21081.2,275760,1551.62,329040,"Medium","Medium","Medium","Medium",0.227070855233672,3900.1,0
"983",2023-01-20,22677.2,373740,1659.98,472150,"Medium","Medium","Medium","Medium",0.30036527114358,5237.1,0
"984",2023-01-23,22915.5,327850,1626.53,436570,"Medium","Medium","Medium","Medium",0.277177396431896,4972.2,0
"985",2023-01-24,22632.5,334170,1556.15,493470,"Medium","Medium","Medium","Medium",0.200580331329935,3780.2,0
"986",2023-01-25,23055.1,388180,1611.2,681590,"Medium","Medium","Medium","Medium",0.156977969589,3127.1,0
"987",2023-01-26,23016,320970,1602.55,552260,"Medium","Medium","Medium","Medium",0.0888910966972765,1877.9,0
"988",2023-01-27,23074.6,310360,1597.6,533750,"Medium","Medium","Medium","Medium",0.11630044604414,2403,0
"989",2023-01-30,22832.2,339620,1566.5,630550,"Medium","Medium","Medium","Medium",0.0830597878678634,1750,0
"990",2023-01-31,23125.1,289380,1585.27,368940,"Medium","Medium","Medium","Medium",0.0197511156580177,446.899999999998,0
"991",2023-02-01,23725.6,333180,1642.1,505440,"Medium","Medium","Medium","Medium",0.0353516179005475,809.099999999999,0
"992",2023-02-02,23427.6,382860,1641.71,685270,"Medium","Medium","Medium","Medium",0.0351308958356344,794.099999999999,0
"993",2023-02-03,23431.2,349360,1663.79,489790,"Medium","Medium","Medium","Medium",0.0163130934153399,375.100000000002,0
"994",2023-02-06,22761.8,278580,1613.72,401030,"Medium","Medium","Medium","Medium",-0.0110444907890164,-255.200000000001,0
"995",2023-02-07,23251.7,318980,1671.4,481910,"Medium","Medium","Medium","Medium",0.00767510596066678,176.100000000002,0
"996",2023-02-08,22964.6,289120,1650.99,447570,"Medium","Medium","Medium","Medium",0.00579882797102327,131.399999999998,0
"997",2023-02-09,21792.5,425440,1545.35,702210,"Medium","Medium","Medium","Medium",-0.0576256967537437,-1333.6,0
"998",2023-02-10,21635,352790,1513.82,523330,"Medium","Medium","Medium","Medium",-0.0881157905384901,-2091.6,0
"999",2023-02-13,21772.6,312040,1505.84,681850,"Medium","Medium","Medium","Medium",-0.0706431730096126,-1656,0
"1000",2023-02-14,22198.5,378390,1555.46,705280,"Medium","Medium","Medium","Medium",-0.052609341390966,-1233.7,0
"1001",2023-02-15,24327.9,401530,1675.43,627070,"Medium","Medium","Medium","Medium",0.0688038731559018,1565.1,0
"1002",2023-02-16,23539.6,484500,1640.66,894270,"Medium","Medium","Medium","Medium",0.0123818903564039,286.899999999998,0
"1003",2023-02-17,24573.5,523850,1693.96,617210,"Medium","Medium","Medium","Medium",0.0700600053996152,1607.9,0
"1004",2023-02-21,24450.7,395970,1659.41,554520,"Medium","Medium","Medium","Medium",0.121977744636916,2657.2,0
"1005",2023-02-22,24186.6,400240,1643.39,560400,"Medium","Medium","Medium","Medium",0.117938525537324,2550.6,0
"1006",2023-02-23,23936.3,417460,1650.52,529750,"Medium","Medium","Medium","Medium",0.0993771988646281,2162.7,0
"1007",2023-02-24,23191.5,367990,1608.24,548070,"Medium","Medium","Medium","Medium",0.0447327522129874,992,0
"1008",2023-02-27,23494.1,297650,1633.66,458530,"Medium","Medium","Medium","Medium",-0.0342734062537252,-834.800000000003,0
"1009",2023-02-28,23130.5,275100,1604.69,411490,"Medium","Medium","Medium","Medium",-0.0173792247956635,-410.099999999999,0
"1010",2023-03-01,23642.2,328770,1666.09,497120,"Medium","Medium","Medium","Medium",-0.0378985492502085,-932.299999999999,0
"1011",2023-03-02,23465.4,249260,1647.38,440630,"Medium","Medium","Medium","Medium",-0.0402974147979404,-986.299999999999,0
"1012",2023-03-03,22354.4,344630,1568.89,783740,"Medium","Medium","Medium","Medium",-0.0757526895057593,-1833.2,0
"1013",2023-03-06,22410,215310,1565.84,322160,"Medium","Medium","Medium","Medium",-0.0637650764738076,-1527.3,0
"1014",2023-03-07,22197.8,304750,1561.78,460100,"Medium","Medium","Medium","Medium",-0.042847595024039,-994.700000000001,0
"1015",2023-03-08,21710.8,316510,1533.04,478440,"Medium","Medium","Medium","Medium",-0.0759041631728816,-1784.3,0
"1016",2023-03-09,20361.8,468760,1438.5,764770,"Medium","Medium","Medium","Medium",-0.119699098592767,-2769.7,0
"1017",2023-03-10,20156.7,655270,1426.75,1010000,"Medium","Medium","Medium","Medium",-0.147427058395581,-3486.5,0
"1018",2023-03-13,24114.4,733630,1673.93,1300000,"Medium","Medium","Medium","Medium",0.027657742889531,648,0
"1019",2023-03-14,24699.7,753060,1700.15,1360000,"Medium","Medium","Medium","Medium",0.104914468739935,2344.3,0
"1020",2023-03-15,24282.7,614310,1649.65,1020000,"Medium","Medium","Medium","Medium",0.0835653726015173,1871.7,0
"1021",2023-03-16,25004.1,462580,1673.85,660140,"Medium","Medium","Medium","Medium",0.126422438259647,2805.3,0
"1022",2023-03-17,27391.8,674960,1789.38,975130,"Medium","Medium","Medium","Medium",0.261667004440187,5680,0
"1023",2023-03-20,27720.5,503900,1732.31,716260,"Medium","Medium","Medium","Medium",0.361397322437113,7357.7,0
"1024",2023-03-21,28114,438780,1803.54,779810,"Medium","Medium","Medium","Medium",0.394771961680235,7956.3,0
"1025",2023-03-22,27261.7,262030,1734.48,933240,"Medium","Medium","Medium","Medium",0.130515376704376,3146.3,0
"1026",2023-03-23,28310.7,158460,1814.08,767730,"Medium","Medium","Medium","Medium",0.146196107645032,3610,0
"1027",2023-03-24,27462.2,110360,1749.26,602300,"Medium","Medium","Medium","Medium",0.130936839807764,3178.5,0
"1028",2023-03-27,27129.8,107240,1714.65,607000,"Medium","Medium","Medium","Medium",0.0850140576945382,2124.7,0
"1029",2023-03-28,27262.2,94160,1772.63,561330,"Medium","Medium","Medium","Medium",-0.00473134295665123,-130.599999999999,0
"1030",2023-03-29,28350.4,109320,1793.27,564930,"Medium","Medium","Medium","Medium",0.0227232553525369,628.900000000001,0
"1031",2023-03-30,28029.5,122510,1793.59,607740,"Medium","Medium","Medium","Medium",-0.00300561997581272,-85.5,0
"1032",2023-03-31,28473.7,98440,1821.62,579010,"Medium","Medium","Medium","Medium",0.0444579758415653,1211,0
"1033",2023-04-03,27802.1,98000,1810.77,657580,"Medium","Medium","Medium","Medium",-0.0179649390513128,-509.600000000002,0
"1034",2023-04-04,28164.4,64060,1870.52,658370,"High","Medium","Medium","Medium",0.0255696921586763,701.200000000001,0
"1035",2023-04-05,28173.5,77320,1908.96,583840,"High","Medium","Medium","Medium",0.0384706116521316,1042.7,0
"1036",2023-04-06,28036.7,51290,1872.35,420800,"High","Medium","Medium","Medium",0.028409299322872,773.5,0
"1037",2023-04-10,29641,85730,1910.36,457410,"High","Medium","Medium","Medium",0.0455231672216265,1289.6,0
"1038",2023-04-11,30209.6,89380,1889.86,428260,"High","Medium","Medium","Medium",0.0777787687971601,2179.1,0
"1039",2023-04-12,29886.4,78690,1916.58,669430,"High","Medium","Medium","Medium",0.049614205389535,1411.7,0
"1040",2023-04-13,30387.4,65870,2012.11,721560,"High","Medium","Medium","Medium",0.0929893785001854,2584.3,0
"1041",2023-04-14,30472.5,98380,2099.98,957030,"High","High","Medium","Medium",0.0819509735694706,2307.1,0
"1042",2023-04-17,29434.9,71900,2074.74,448140,"High","Medium","Medium","Medium",0.0447725699682326,1260.4,0
"1043",2023-04-18,30382.2,76580,2103.34,437100,"High","Medium","Medium","Medium",0.0836582051382653,2344.5,0
"1044",2023-04-19,28813.7,111270,1935.97,855360,"High","Medium","Medium","Medium",-0.0279106642825815,-828.299999999999,0
"1045",2023-04-20,28240.5,95450,1942.72,665650,"High","Medium","Medium","Medium",-0.0651812668820507,-1970.1,0
"1046",2023-04-21,27264.8,98720,1849.81,769940,"High","Medium","Medium","Medium",-0.0877188286310832,-2622.6,0
"1047",2023-04-24,27509.3,66740,1841.88,480280,"Medium","Medium","Medium","Medium",-0.0947135983993367,-2879.1,0
"1048",2023-04-25,28298.8,65310,1865.95,491980,"High","Medium","Medium","Medium",-0.071333169250964,-2174.7,0
"1049",2023-04-26,28424.6,164310,1866.05,958230,"High","Medium","Medium","Medium",-0.0343232013698026,-1011.3,0
"1050",2023-04-27,29475.9,121630,1908.81,771480,"High","Medium","Medium","Medium",-0.0298299662302269,-907.299999999999,0
"1051",2023-04-28,29321.8,69880,1891.14,408450,"High","Medium","Medium","Medium",0.0176339727282508,507.099999999999,0
"1052",2023-05-01,28077.6,84360,1830.75,475920,"Medium","Medium","Medium","Medium",-0.00576831146757317,-163.900000000001,0
"1053",2023-05-02,28669.1,65330,1869.74,391270,"High","Medium","Medium","Medium",0.0515059710689241,1403.3,0
"1054",2023-05-03,29023.6,81220,1904.74,489660,"High","Medium","Medium","Medium",0.0550468387054559,1513.3,0
"1055",2023-05-04,28842.1,53800,1877.06,372690,"High","Medium","Medium","Medium",0.0191986939375521,542.299999999999,0
"1056",2023-05-05,29513.2,74520,1993.33,589050,"High","Medium","Medium","Medium",0.0382978124582229,1087.6,0
"1057",2023-05-08,27670.5,85720,1847.48,667820,"High","Medium","Medium","Medium",-0.0612500381667735,-1806.4,0
"1058",2023-05-09,27634.9,49750,1846.56,318790,"Medium","Medium","Medium","Medium",-0.0575305745213458,-1687.9,0
"1059",2023-05-10,27603.3,91450,1840.92,685110,"Medium","Medium","Medium","Medium",-0.0168924694418326,-475.299999999999,0
"1060",2023-05-11,26983.5,62850,1794.71,548420,"Medium","Medium","Medium","Medium",-0.0587950092608418,-1686.6,0
"1061",2023-05-12,26799.2,87490,1807.31,598870,"Medium","Medium","Medium","Medium",-0.0766410782949047,-2225.4,0
"1062",2023-05-15,27183.9,53270,1817.11,405840,"Medium","Medium","Medium","Medium",-0.0574923462577274,-1659.2,0
"1063",2023-05-16,27035.3,45290,1823.98,325770,"Medium","Medium","Medium","Medium",-0.0839590420557581,-2478.9,0
"1064",2023-05-17,27403.1,58140,1821.73,376260,"Medium","Medium","Medium","Medium",-0.00966372129162829,-268.400000000001,0
"1065",2023-05-18,26828,63390,1800.99,311240,"Medium","Medium","Medium","Medium",-0.0291985858461583,-807.900000000001,0
"1066",2023-05-19,26882.9,36670,1812.32,253500,"Medium","Medium","Medium","Medium",-0.026098328823003,-721.399999999998,0
"1067",2023-05-22,26847.3,35560,1817.19,250270,"Medium","Medium","Medium","Medium",-0.00504752904552785,-137.200000000001,0
"1068",2023-05-23,27220.7,50890,1854.08,428050,"High","Medium","Medium","Medium",0.0157280814352667,420.5,0
"1069",2023-05-24,26328.4,72650,1799.91,441640,"Medium","Medium","Medium","Medium",-0.0314708338391474,-856.5,0
"1070",2023-05-25,26475.8,50170,1805.69,370600,"Medium","Medium","Medium","Medium",-0.0206951652099292,-560.5,0
"1071",2023-05-26,26711.5,45880,1827.8,290890,"Medium","Medium","Medium","Medium",-0.0252380205159269,-692.599999999999,0
"1072",2023-05-30,27698.2,45190,1900.59,288670,"High","Medium","Medium","Medium",0.0324362606232296,869.200000000001,0
"1073",2023-05-31,27216.1,63080,1873.63,337870,"High","Medium","Medium","Medium",0.0123944961295097,332.199999999997,0
"1074",2023-06-01,26819,51980,1861.77,286980,"High","Medium","Medium","Medium",-0.00105410972425535,-29.2999999999993,0
"1075",2023-06-02,27244.7,49370,1907.1,329160,"High","Medium","Medium","Medium",0.000881681955276603,23,0
"1076",2023-06-05,25747.4,85420,1811.2,588610,"Medium","Medium","Medium","Medium",-0.0220674252898011,-582,0
"1077",2023-06-06,27230.2,88610,1884.17,518570,"High","Medium","Medium","Medium",0.0284939454143029,753.400000000001,0
"1078",2023-06-07,26342.5,77480,1832.1,454830,"Medium","Medium","Medium","Medium",-0.0138142747505756,-370,0
"1079",2023-06-08,26501.1,39950,1845.68,202780,"Medium","Medium","Medium","Medium",-0.0432194149800349,-1198.1,0
"1080",2023-06-09,26479.3,38960,1840.41,215710,"Medium","Medium","Medium","Medium",-0.0270722109339692,-737.799999999999,0
"1081",2023-06-12,25906.8,40750,1742.6,320470,"Medium","Medium","Medium","Medium",-0.0340131995973004,-913.200000000001,0
"1082",2023-06-13,25929.4,56240,1739.6,303230,"Medium","Medium","Medium","Medium",-0.0482772796176871,-1316.3,0
"1083",2023-06-14,25129.5,60820,1650.96,451130,"Medium","Medium","Medium","Medium",-0.0239985396583733,-618.900000000001,0
"1084",2023-06-15,25591.3,68380,1666.96,397400,"Medium","Medium","Medium","Medium",-0.0601868513635596,-1639.9,0
"1085",2023-06-16,26341.3,69240,1717.92,333350,"Medium","Medium","Medium","Medium",-4.55537629306946e-05,-2.20000000000073,0
"1086",2023-06-20,28307.7,100550,1791.61,359770,"Medium","Medium","Medium","Medium",0.0681707551762003,1805.6,0
"1087",2023-06-21,29996.9,143490,1889.87,653630,"High","Medium","Medium","Medium",0.132843390875137,3516.6,0
"1088",2023-06-22,29890.5,79220,1872.32,438750,"High","Medium","Medium","Medium",0.153770438649312,3982.7,0
"1089",2023-06-23,30679.4,98850,1891.97,428030,"High","High","Medium","Medium",0.183189738289355,4749,0
"1090",2023-06-26,30267,58710,1859,479760,"High","Medium","Medium","Medium",0.204440995642571,5136.5,0
"1091",2023-06-27,30689.1,55820,1889.51,386050,"High","High","Medium","Medium",0.199200509548167,5096.8,0
"1092",2023-06-28,30078.6,51060,1827.95,356710,"Medium","Medium","Medium","Medium",0.141879861662105,3736.3,0
"1093",2023-06-29,30445.7,49570,1851.92,256220,"High","High","Medium","Medium",0.0755271533893604,2137,0
"1094",2023-06-30,30472.9,118650,1933.8,765420,"High","High","Medium","Medium",0.0158683063916605,475,0
"1095",2023-07-03,31151.3,56490,1955.56,346330,"High","High","Medium","Medium",0.0421806259513893,1259.8,0
"1096",2023-07-05,30512.8,43230,1910.43,284340,"High","High","Medium","Medium",-0.00543035391826441,-167.600000000002,0
"1097",2023-07-06,29913.1,90810,1848.36,483000,"High","Medium","Medium","Medium",-0.0116926025043778,-354.900000000001,0
"1098",2023-07-07,30346.4,46420,1870.92,249820,"High","Medium","Medium","Medium",-0.0111668312202051,-343.699999999997,0
"1099",2023-07-10,30415.3,55240,1880.42,264830,"High","Medium","Medium","Medium",0.0111940050401282,335.700000000001,0
"1100",2023-07-11,30623.3,39840,1878.33,191470,"High","High","Medium","Medium",0.00583333607044678,176.599999999999,0
"1101",2023-07-12,30387.3,54060,1871.86,280910,"High","Medium","Medium","Medium",-0.0028090532899725,-86.6000000000022,0
"1102",2023-07-13,31466.1,99810,2004.77,588530,"High","High","Medium","Medium",0.0101055172657321,313.799999999999,0
"1103",2023-07-14,30317.4,82420,1938.05,530860,"High","Medium","Medium","Medium",-0.006403869851341,-196.399999999998,0
"1104",2023-07-17,30139.7,42840,1911.24,293540,"High","Medium","Medium","Medium",0.00757527638392541,225.600000000002,0
"1105",2023-07-18,29866.8,42400,1897.58,233000,"High","Medium","Medium","Medium",-0.0158041810560726,-480.600000000002,0
"1106",2023-07-19,29909.7,34960,1888.65,244920,"High","Medium","Medium","Medium",-0.0166232126594181,-506.599999999999,0
"1107",2023-07-20,29801,50330,1891.23,321920,"High","Medium","Medium","Medium",-0.026852102810605,-823.299999999999,0
"1108",2023-07-21,29903.1,32590,1891.75,176390,"High","Medium","Medium","Medium",-0.0159342883375621,-485.200000000001,0
"1109",2023-07-24,29178.1,55730,1850.04,297130,"High","Medium","Medium","Medium",-0.0727131738601224,-2289,0
"1110",2023-07-25,29228.6,29050,1857.67,161060,"High","Medium","Medium","Medium",-0.035913369880003,-1089.8,0
"1111",2023-07-26,29352.2,44330,1872,286610,"High","Medium","Medium","Medium",-0.0261283290809132,-788.5,0
"1112",2023-07-27,29222.7,30420,1861.32,176210,"High","Medium","Medium","Medium",-0.0215657519386073,-645.099999999999,0
"1113",2023-07-28,29315,31420,1874.23,148920,"High","Medium","Medium","Medium",-0.0198831817102813,-595.700000000001,0
"1114",2023-07-31,29232.4,31840,1856.17,177970,"High","Medium","Medium","Medium",-0.0190798966477634,-569.599999999999,0
"1115",2023-08-01,29712.2,64010,1874.21,386290,"High","Medium","Medium","Medium",-0.00638395350314847,-191.899999999998,0
"1116",2023-08-02,29173.7,67410,1840.21,272700,"Medium","Medium","Medium","Medium",-0.000150798030029264,-5.39999999999782,0
"1117",2023-08-03,29189.3,36080,1835.98,182560,"Medium","Medium","Medium","Medium",-0.00134457346571504,-40.2999999999993,0
"1118",2023-08-04,29105.5,31430,1830.24,199600,"Medium","Medium","Medium","Medium",-0.00840482144438925,-247.700000000001,0
"1119",2023-08-07,29204.2,41190,1829.11,243920,"Medium","Medium","Medium","Medium",-0.000633069497342764,-19.5,0
"1120",2023-08-08,29777.4,62570,1856.24,253390,"High","Medium","Medium","Medium",0.0157734947978851,461.400000000001,0
"1121",2023-08-09,29578,49670,1855.36,203580,"High","Medium","Medium","Medium",0.0118224983237776,344.599999999999,0
"1122",2023-08-10,29449,32000,1852.46,134210,"High","Medium","Medium","Medium",-0.00885831409320081,-264.200000000001,0
"1123",2023-08-11,29420.8,27710,1848.88,120550,"High","Medium","Medium","Medium",0.00846995753024116,246.099999999999,0
"1124",2023-08-14,29426.7,39300,1845.51,158110,"Medium","Medium","Medium","Medium",0.00813311727242527,236.400000000001,0
"1125",2023-08-15,29195.3,33810,1828.98,196600,"Medium","Medium","Medium","Medium",0.00308532751541812,88.7999999999993,0
"1126",2023-08-16,28726.3,43710,1807.81,217470,"Medium","Medium","Medium","Medium",-0.016364084617966,-478.900000000001,0
"1127",2023-08-17,26635.7,132920,1683.89,876700,"Medium","Medium","Medium","Medium",-0.105506189257625,-3142.7,0
"1128",2023-08-18,26053.2,93050,1661.26,572900,"Medium","Medium","Medium","Medium",-0.119169653120563,-3525.8,0
"1129",2023-08-21,26126,41100,1667.6,265910,"Medium","Medium","Medium","Medium",-0.112839145641618,-3324,0
"1130",2023-08-22,26039.9,47720,1634.29,424510,"Medium","Medium","Medium","Medium",-0.114915298020448,-3381.9,0
"1131",2023-08-23,26436.2,60960,1679.93,399710,"Medium","Medium","Medium","Medium",-0.10162539462461,-2991.5,0
"1132",2023-08-24,26177,41040,1660.89,246620,"Medium","Medium","Medium","Medium",-0.103383078783229,-3019.3,0
"1133",2023-08-25,26057.2,39960,1653.74,250860,"Medium","Medium","Medium","Medium",-0.092914855028319,-2670.1,0
"1134",2023-08-28,26118.9,28840,1653.22,229390,"Medium","Medium","Medium","Medium",-0.0194025311893437,-517.799999999999,0
"1135",2023-08-29,27723.9,98320,1729.69,528630,"Medium","Medium","Medium","Medium",0.0641264796646861,1669.7,0
"1136",2023-08-30,27298.8,46540,1705.22,218440,"Medium","Medium","Medium","Medium",0.0448901477455408,1171.8,0
"1137",2023-08-31,25937.3,69110,1645.82,355270,"Medium","Medium","Medium","Medium",-0.0039401072968791,-103.600000000002,0
"1138",2023-09-01,25803.2,58080,1629,319190,"Medium","Medium","Medium","Medium",-0.0239444398211544,-634,0
"1139",2023-09-05,25790.2,28400,1634.46,219790,"Medium","Medium","Medium","Medium",-0.0147763303663521,-387.799999999999,0
"1140",2023-09-06,25758,37780,1633.18,240730,"Medium","Medium","Medium","Medium",-0.0114824309595812,-300.200000000001,0
"1141",2023-09-07,26249.8,39770,1648.09,243550,"Medium","Medium","Medium","Medium",0.00501169651095568,129.899999999998,0
"1142",2023-09-08,25909.5,41010,1636.45,236380,"Medium","Medium","Medium","Medium",-0.0654453377771527,-1815.4,0
"1143",2023-09-11,25166.4,56320,1551.89,444950,"Medium","Medium","Medium","Medium",-0.0781133236625785,-2133.4,0
"1144",2023-09-12,25834.5,78710,1592.5,354590,"Medium","Medium","Medium","Medium",-0.00396340405516382,-103.799999999999,0
"1145",2023-09-13,26223,42580,1607.63,238310,"Medium","Medium","Medium","Medium",0.0162692999317913,418.799999999999,0
"1146",2023-09-14,26524.7,53820,1626.49,293640,"Medium","Medium","Medium","Medium",0.0284798101604486,733.5,0
"1147",2023-09-15,26601,36470,1641.31,194290,"Medium","Medium","Medium","Medium",0.0327276962497087,842,0
"1148",2023-09-18,26763.5,63350,1636.92,302350,"Medium","Medium","Medium","Medium",0.0195696729117936,512.700000000001,0
"1149",2023-09-19,27209.2,52170,1643.08,201840,"Medium","Medium","Medium","Medium",0.050163067600687,1298.7,0
"1150",2023-09-20,27125,47230,1622.28,253880,"Medium","Medium","Medium","Medium",0.0778259902091678,1957.6,0
"1151",2023-09-21,26570,47810,1584.03,264250,"Medium","Medium","Medium","Medium",0.0284696820143606,734.5,0
"1152",2023-09-22,26581.9,28790,1593.1,135120,"Medium","Medium","Medium","Medium",0.0136864584525036,357.900000000001,0
"1153",2023-09-25,26302.7,38200,1588.62,191410,"Medium","Medium","Medium","Medium",-0.00836955743137524,-223,0
"1154",2023-09-26,26218.9,26410,1594.04,141610,"Medium","Medium","Medium","Medium",-0.014364121649562,-383.099999999999,0
"1155",2023-09-27,26366.1,50800,1598.49,307590,"Medium","Medium","Medium","Medium",-0.0148485810899173,-398.400000000001,0
"1156",2023-09-28,27022.6,64560,1652.89,354030,"Medium","Medium","Medium","Medium",-0.00685797450862213,-187.600000000002,0
"1157",2023-09-29,26909.8,42240,1667.72,273450,"Medium","Medium","Medium","Medium",-0.00793364055299539,-216.200000000001,0
"1158",2023-10-02,27505.3,84300,1662.79,412810,"Medium","Medium","Medium","Medium",0.0352013549115544,934.299999999999,0
"1159",2023-10-03,27428.4,44060,1656.88,216110,"Medium","Medium","Medium","Medium",0.0318449772213423,845.5,0
"1160",2023-10-04,27790.9,40930,1647.05,243080,"Medium","Medium","Medium","Medium",0.0565797427640509,1487.2,0
"1161",2023-10-05,27410.3,46260,1611.58,253050,"Medium","Medium","Medium","Medium",0.0454405028433686,1190.4,0
"1162",2023-10-06,27936.9,52510,1645.62,238240,"Medium","Medium","Medium","Medium",0.0595765016441567,1569.8,0
"1163",2023-10-09,27581.4,44810,1579.74,372110,"Medium","Medium","Medium","Medium",0.0206789872181063,557.800000000003,0
"1164",2023-10-10,27391,34320,1567.6,255410,"Medium","Medium","Medium","Medium",0.0178819612185896,480.200000000001,0
"1165",2023-10-11,26876.6,55780,1566.88,279010,"Medium","Medium","Medium","Medium",-0.0228574129349617,-629.700000000001,0
"1166",2023-10-12,26761.1,32750,1539.7,260590,"Medium","Medium","Medium","Medium",-0.0243287978883202,-668.300000000003,0
"1167",2023-10-13,26863.5,33660,1552.17,208910,"Medium","Medium","Medium","Medium",-0.0333706357116899,-928.400000000001,0
"1168",2023-10-16,28509.7,119180,1599.48,452690,"Medium","Medium","Medium","Medium",0.040109010116635,1098.4,0
"1169",2023-10-17,28403.6,53420,1564.99,250220,"Medium","Medium","Medium","Medium",0.016705504189799,465.699999999997,0
"1170",2023-10-18,28321.7,45010,1563.43,199430,"Medium","Medium","Medium","Medium",0.0268405519661801,739.299999999999,0
"1171",2023-10-19,28723,50100,1566.79,238420,"Medium","Medium","Medium","Medium",0.0486291117520354,1331,0
"1172",2023-10-20,29674.5,82680,1603.89,343610,"Medium","Medium","Medium","Medium",0.104101709293586,2796.9,0
"1173",2023-10-23,33041.8,133460,1763.75,672280,"Medium","High","Medium","Medium",0.234695135850171,6279.7,0
"1174",2023-10-24,33917,159080,1784.88,750210,"Medium","High","Medium","Medium",0.262568168704748,7052.5,0
"1175",2023-10-25,34496.8,75810,1787,389390,"Medium","High","Medium","Medium",0.210002209774217,5986.1,0
"1176",2023-10-26,34153.7,56620,1803.13,471170,"Medium","High","Medium","Medium",0.202442648115028,5749.1,0
"1177",2023-10-27,33901.8,47330,1779.54,298240,"Medium","High","Medium","Medium",0.1970256022767,5579.1,0
"1178",2023-10-30,34477.9,45200,1809.05,304470,"Medium","High","Medium","Medium",0.200358597639522,5753.9,0
