"","Date","Bitcoin_Price","Bitcoin_Vol.","Ethereum_Price","Ethereum_Vol.","Eth_Price_Level","Bit_Price_Level","Eth_Classification","Bit_Classification","btc_weekly_return","btc_weekly_change","Bit_Class_Binary","S&P_500_Price","Nasdaq_100_Price","Nasdaq_100_Vol.","Microsoft_Price","Microsoft_Vol.","Apple_Price","Apple_Vol.","Google_Price","Google_Vol.","Nvidia_Price","Nvidia_Vol."
"334",2020-06-02,9527.6,1060000,237.94,12690000,"Low","Low","Low","Medium",0.00160844380433756,14.3000000000011,0,3080.82,9657.31,196140000,184.91,30790000,80.83,87640000,72.12,23440000,88.25,39130000
"335",2020-06-03,9667.2,558120,244.52,8150000,"Low","Low","Low","Medium",0.0671376531626009,607.200000000001,0,3122.87,9704.69,199550000,185.36,27310000,81.28,104490000,71.96,27730000,87.69,36540000
"336",2020-06-04,9794.4,593660,243.37,8750000,"Low","Low","Low","Medium",0.068126547215285,623.699999999999,0,3112.35,9629.66,217350000,182.92,28760000,80.58,87560000,70.72,26980000,87.67,42430000
"337",2020-06-05,9631.2,527050,240.23,7750000,"Low","Low","Low","Medium",0.0469719863899729,431.1,0,3193.93,9824.39,264660000,187.2,39890000,82.88,137250000,72,42650000,89.2,48170000
"338",2020-06-08,9777.9,431040,246.18,6550000,"Low","Low","Low","Medium",0.0214893128016547,204.699999999999,0,3232.39,9901.52,205940000,188.36,33210000,83.36,95650000,72.4,33880000,88.05,38770000
"339",2020-06-09,9768.8,479550,243.82,6860000,"Low","Low","Low","Medium",0.0364994482641541,343,0,3207.18,9967.17,196910000,189.8,29780000,86,147710000,72.6,33620000,90.46,46850000
"340",2020-06-10,9878.8,533550,247.78,7630000,"Low","Low","Low","Medium",-0.0304731433955228,-311.5,0,3190.14,10094.26,220860000,196.84,43870000,88.21,166650000,73.23,31760000,93.67,63220000
"341",2020-06-11,9283.2,919300,230.71,12400000,"Low","Low","Low","Medium",-0.0256517905873462,-245.4,0,3002.1,9588.48,296600000,186.27,52850000,83.97,201660000,70.09,47140000,87.96,58370000
"342",2020-06-12,9466.6,529280,237.54,7340000,"Low","Low","Low","Medium",-0.0207505792783846,-201.6,0,3041.31,9663.77,248830000,187.74,43370000,84.7,200150000,70.65,36680000,89.33,57090000
"343",2020-06-15,9425.4,750900,230.93,10180000,"Low","Low","Low","Medium",-0.037674589561382,-370,0,3066.59,9776.89,220040000,188.94,32770000,85.75,138810000,71.04,30550000,91.74,4e+07
"344",2020-06-16,9523.5,545470,235.36,7030000,"Low","Low","Low","Medium",-0.0111824071766758,-108.700000000001,0,3124.74,9949.37,230080000,193.57,42560000,88.02,165430000,72.32,30700000,90.69,53570000
"345",2020-06-17,9464.6,446450,233.88,5940000,"Low","Low","Low","Medium",-0.0320416449339838,-314.299999999999,0,3113.49,9982.48,182060000,194.24,25690000,87.9,114410000,72.63,30610000,92.36,40830000
"346",2020-06-18,9388.1,391670,231.34,4960000,"Low","Low","Low","Medium",-0.0389710097453115,-381.699999999999,0,3115.34,10012.05,187250000,196.32,23060000,87.93,96820000,71.71,34860000,92.18,25440000
"347",2020-06-19,9314,478490,229.11,5560000,"Low","Low","Low","Medium",-0.0571729359841275,-565.799999999999,0,3097.74,10008.64,500550000,195.15,44440000,87.43,264480000,71.23,52780000,92.61,52420000
"348",2020-06-22,9683.7,523320,243.25,7930000,"Low","Low","Low","Medium",0.0431424508790073,399.5,0,3117.86,10130.33,184210000,200.57,32820000,89.72,135450000,72.53,29440000,95.27,39850000
"349",2020-06-23,9624.6,375490,243.2,5160000,"Low","Low","Low","Medium",0.0166902583821014,157,0,3131.29,10209.82,186840000,201.91,30920000,91.63,212160000,73.2,37750000,94.5,37510000
"350",2020-06-24,9302,515780,234.75,9130000,"Low","Low","Low","Medium",-0.0130922825556474,-124.4,0,3050.33,10002.7,231670000,197.84,36740000,90.02,192620000,71.64,31590000,92.36,44940000
"351",2020-06-25,9247.5,524450,232.56,6480000,"Low","Low","Low","Medium",-0.0289809418806111,-277,0,3083.76,10101.83,193360000,200.34,27800000,91.21,137520000,72.06,23960000,94.9,37610000
"352",2020-06-26,9160,489840,229.67,6960000,"Low","Low","Low","Low",-0.0321830822221753,-305.6,0,3009.05,9849.36,388860000,196.33,54680000,88.41,205260000,68.13,97640000,91.55,59210000
"353",2020-06-29,9185.4,401120,227.87,6800000,"Low","Low","Low","Low",-0.0215911632811752,-203.700000000001,0,3053.24,9961.16,174380000,198.44,26700000,90.44,130650000,69.86,45070000,92,34220000
"354",2020-06-30,9135.4,381730,225.63,5600000,"Low","Low","Low","Low",-0.0191754348292893,-179.6,0,3100.29,10156.85,231720000,203.51,34310000,91.2,140220000,70.9,40290000,94.98,36790000
"355",2020-07-01,9229.9,366780,230.95,6310000,"Low","Low","Low","Medium",-0.0468622530644279,-454.800000000001,0,3115.86,10279.25,167520000,204.7,32060000,91.03,110740000,72.1,42180000,95.3,32660000
"356",2020-07-02,9085.1,483100,226.42,7280000,"Low","Low","Low","Low",-0.056054277580367,-540.5,0,3130.01,10341.89,167920000,206.26,29320000,91.03,114040000,73.5,57220000,96.12,36410000
"357",2020-07-07,9256,420550,239.25,6260000,"Low","Low","Low","Medium",-0.0049451730810578,-47,0,3145.32,10524.01,157460000,208.25,33600000,93.17,112420000,74.5,42360000,98.72,35780000
"358",2020-07-08,9429.9,509940,246.99,12980000,"Low","Low","Low","Medium",0.0197242497972425,181.4,0,3169.94,10666.7,160410000,212.83,33600000,95.34,117090000,75.18,31770000,102.16,36550000
"359",2020-07-09,9235.7,444270,242.02,9020000,"Low","Low","Low","Medium",0.00826419213973817,74.7000000000007,0,3152.05,10754.59,187390000,214.32,33120000,95.68,125640000,75.93,41840000,105.09,49450000
"360",2020-07-10,9285.1,418470,241.26,6840000,"Low","Low","Low","Medium",0.0108541816360748,98.7000000000007,0,3185.04,10836.33,160270000,213.67,26180000,95.92,90260000,76.95,35920000,104.79,49770000
"361",2020-07-13,9243.6,456870,239.73,8320000,"Low","Low","Low","Medium",0.0118440352912845,107.200000000001,0,3155.22,10602.21,228080000,207.07,38140000,95.48,191650000,75.61,42950000,100.52,45710000
"362",2020-07-14,9253.4,453830,240.5,7070000,"Low","Low","Low","Medium",0.00254607308854915,22.5,0,3197.52,10689.52,212710000,208.35,37590000,97.06,170990000,76.04,38110000,103.77,54270000
"363",2020-07-15,9198.7,429840,238.62,7350000,"Low","Low","Low","Low",0.0125039900496418,112.6,0,3226.56,10701.68,186630000,208.04,32180000,97.72,153200000,75.84,31030000,102.27,40400000
"364",2020-07-16,9135.3,429040,233.65,6630000,"Low","Low","Low","Low",-0.0130401901469318,-121.700000000001,0,3215.57,10626.46,153120000,203.92,29940000,96.52,110580000,75.75,26480000,101.35,34500000
"365",2020-07-17,9155.8,310920,232.75,5880000,"Low","Low","Low","Low",-0.0290671163002789,-275.1,0,3224.73,10645.22,164990000,202.88,31640000,96.33,92190000,75.84,34260000,102.02,26630000
"366",2020-07-20,9162.4,312980,236.1,5360000,"Low","Low","Low","Low",-0.00793659386944157,-74.3000000000011,0,3251.84,10952.08,179780000,211.6,36880000,98.36,90320000,78.19,30170000,105.11,28490000
"367",2020-07-21,9387.3,458990,245.53,6290000,"Low","Low","Low","Medium",0.0110068819937317,101.199999999999,0,3257.3,10833.07,178280000,208.75,38110000,97,103650000,77.8,27550000,103.29,27770000
"368",2020-07-22,9513.7,386000,263.28,6680000,"Low","Low","Low","Medium",0.0292202172313818,269.1,0,3276.02,10870.75,169300000,211.75,49610000,97.27,8.9e+07,78.24,24480000,104.39,36730000
"369",2020-07-23,9599.6,425660,275.34,8790000,"Low","Low","Low","Medium",0.0374132751204963,345.200000000001,0,3235.66,10580.59,221220000,202.54,67460000,92.84,1.97e+08,75.84,33910000,101.3,41170000
"370",2020-07-24,9546.4,359160,279.33,7170000,"Low","Low","Low","Medium",0.0377988193983931,346.699999999999,0,3215.63,10483.13,250100000,201.3,39830000,92.61,185440000,75.41,29910000,101.94,47330000
"371",2020-07-27,11022.8,908990,321.8,13730000,"Low","Low","Medium","Medium",0.206616093614879,1886.5,0,3239.41,10674.38,192230000,203.85,30160000,94.81,121210000,76.47,27120000,104.21,29210000
"372",2020-07-28,10908.5,658370,316.96,9910000,"Low","Low","Medium","Medium",0.191430568601324,1751.7,0,3218.44,10532.5,166360000,202.02,23250000,93.25,103630000,75.18,30910000,102.15,27160000
"373",2020-07-29,11105.9,576830,317.82,8720000,"Low","Low","Medium","Medium",0.212116912599319,1942.5,0,3258.44,10662.98,183480000,204.06,19630000,95.04,90330000,76.18,22680000,104.65,28450000
"374",2020-07-30,11096.2,501140,334.87,9070000,"Low","Low","Medium","Medium",0.182043825168046,1707.9,0,3246.22,10715.51,186220000,203.9,25080000,96.19,158130000,76.92,36040000,106.14,30890000
"375",2020-07-31,11333.4,530950,346.51,8690000,"Low","Low","Medium","Medium",0.19127153473412,1818.7,0,3271.12,10905.88,266970000,205.01,51250000,106.26,374300000,74.4,91530000,106.15,38630000
"376",2020-08-03,11224.4,470240,385.8,9920000,"Low","Low","Medium","Medium",0.169257052377182,1623.8,0,3294.61,11055.08,188620000,216.54,78980000,108.94,308150000,74.14,45520000,110.1,41300000
"377",2020-08-04,11184.7,485790,389.62,9840000,"Medium","Low","Medium","Medium",0.171614430570686,1637.3,0,3306.51,11096.54,187550000,213.29,49280000,109.67,172790000,73.67,37210000,112.28,31030000
"378",2020-08-05,11735.1,570830,400.79,8740000,"Medium","Low","Medium","Medium",0.0646206045650835,711.300000000001,0,3327.77,11125.44,153580000,212.94,28860000,110.06,121990000,73.95,29150000,112.87,25050000
"379",2020-08-06,11757.1,554850,394.83,7920000,"Medium","Low","Medium","Medium",0.077792547096301,847.6,0,3349.16,11267.08,166940000,216.35,32660000,113.9,202430000,75.25,33310000,113.36,24430000
"380",2020-08-07,11592,517000,379.57,8340000,"Low","Low","Medium","Medium",0.0437695279085892,485.1,0,3351.28,11139.39,178260000,212.48,27820000,111.11,198050000,74.92,27730000,112,34250000
"381",2020-08-10,11889.2,564110,395.53,8010000,"Medium","Medium","Medium","Medium",0.0714659072475261,792,0,3360.47,11085.17,172560000,208.25,36720000,112.73,212400000,74.84,20550000,111.65,42780000
"382",2020-08-11,11390.4,615900,379.01,9440000,"Low","Low","Medium","Medium",0.00502938218010485,56,0,3333.69,10876.08,200260000,203.38,36450000,109.38,187900000,74.03,31100000,108.5,35450000
"383",2020-08-12,11557.2,549590,387.12,8590000,"Medium","Low","Medium","Medium",0.0296496917429885,331.800000000001,0,3380.35,11157.72,179140000,209.19,28040000,113.01,165940000,75.36,22530000,114.4,46490000
"384",2020-08-13,11770.9,545670,424.31,12040000,"Medium","Low","Medium","Medium",0.0524108827237206,585.199999999999,0,3373.43,11178.37,166060000,208.7,22590000,115.01,210080000,75.83,22390000,114.43,37450000
"385",2020-08-14,11750.8,435440,438.03,8670000,"Medium","Low","Medium","Medium",0.00133786674165526,14.6999999999989,0,3372.85,11164.45,136450000,208.9,17960000,114.91,165570000,75.23,21940000,115.64,36640000
"386",2020-08-17,12282.6,628410,430.56,7830000,"Medium","Medium","Medium","Medium",0.0446963962201563,524.5,0,3381.99,11288.57,156820000,210.28,20180000,114.61,119560000,75.81,2e+07,123.37,62130000
"387",2020-08-18,11947.6,606790,422.16,8180000,"Medium","Medium","Medium","Medium",0.0306763285024154,354.6,0,3389.78,11399.03,147120000,211.49,21340000,115.56,105630000,77.79,28380000,122.61,50340000
"388",2020-08-19,11750.2,550260,407.44,8440000,"Medium","Low","Medium","Medium",-0.0116912828449349,-140,0,3374.85,11318.64,166030000,209.7,27630000,115.71,145540000,77.23,30470000,121.39,62260000
"389",2020-08-20,11856.9,430930,416.05,6230000,"Medium","Medium","Medium","Medium",0.0409555415086389,465.5,0,3385.51,11477.05,159030000,214.58,26980000,118.28,126910000,78.81,26380000,121.41,92140000
"390",2020-08-21,11529.2,506380,387.99,7620000,"Medium","Low","Medium","Medium",-0.0024227321496556,-29,0,3397.16,11555.16,191260000,213.02,36250000,124.37,338050000,78.78,34850000,126.83,99990000
"391",2020-08-24,11753.5,429130,407.7,6690000,"Medium","Low","Medium","Medium",-0.00147822171626633,-18.3999999999996,0,3431.28,11626.17,178390000,213.69,25460000,125.86,345940000,79.26,25640000,127.2,49060000
"392",2020-08-25,11324.8,594070,383.2,8280000,"Low","Low","Medium","Medium",-0.0362528508697281,-427,0,3443.62,11721.81,154170000,216.47,23040000,124.83,211500000,80.29,25150000,127.5,28910000
"393",2020-08-26,11462.3,513060,385.96,6690000,"Low","Low","Medium","Medium",-0.0667855340074578,-821.300000000001,0,3478.73,11971.94,182200000,221.15,39600000,126.52,163020000,82.21,52190000,127.73,32120000
"394",2020-08-27,11327.4,560590,383.11,7030000,"Low","Low","Medium","Medium",-0.0519100070307008,-621.200000000001,0,3484.55,11926.16,181530000,226.58,57600000,125.01,155550000,81.43,31350000,126.28,31760000
"395",2020-08-28,11527.4,464940,395.11,6160000,"Medium","Low","Medium","Medium",-0.0189613793807766,-223.800000000001,0,3508.01,11995.85,166460000,228.91,26290000,124.81,187630000,81.97,22420000,131.48,53720000
"396",2020-08-31,11644.2,496140,433.9,7890000,"Medium","Low","Medium","Medium",-0.0179389216405637,-213.699999999999,0,3500.31,12110.7,298830000,225.53,28770000,129.04,225700000,81.48,26420000,133.74,50080000
"397",2020-09-01,11914.9,580690,475.8,10420000,"Medium","Medium","Medium","Medium",0.0334541858932103,384.699999999999,0,3526.65,12292.86,228040000,227.27,25790000,134.18,152470000,82.75,22680000,138.21,51250000
"398",2020-09-02,11413.3,20260000,439.08,30140000,"Medium","Low","Medium","Medium",-0.0289445697026418,-341.200000000001,0,3580.84,12420.54,273590000,231.65,34080000,131.4,200120000,85.87,49520000,143.46,87400000
"399",2020-09-03,10168.8,9650000,381.97,33590000,"Low","Low","Medium","Medium",-0.102076857869455,-1157,0,3455.06,11771.36,359310000,217.3,58400000,120.88,257600000,81.48,63730000,130.15,94510000
"400",2020-09-04,10472.5,12500000,385.94,25200000,"Low","Low","Medium","Medium",-0.0863526517365624,-990.799999999999,0,3426.96,11622.13,364550000,214.25,59660000,120.96,332610000,79.06,55850000,126.22,146370000
"401",2020-09-09,10224.6,71370,351.1,14070000,"Low","Low","Medium","Medium",-0.0973568515281529,-1103.8,0,3398.96,11395.85,266990000,211.29,45680000,117.32,176940000,77.36,39240000,127.15,73620000
"402",2020-09-10,10339.7,88010,367.92,16500000,"Low","Low","Medium","Medium",-0.10303277408609,-1188.7,0,3339.19,11154.12,249800000,205.37,35460000,113.49,182270000,76.3,33020000,123.12,69870000
"403",2020-09-11,10390.2,62280,373.72,12530000,"Low","Low","Medium","Medium",-0.107693100427681,-1255,0,3340.97,11087.4,221400000,204.03,33620000,112,180860000,75.79,30710000,121.64,63690000
"404",2020-09-14,10675.3,96640,376.7,10340000,"Low","Low","Medium","Medium",-0.104037801408321,-1240.6,0,3383.54,11277.76,220450000,205.41,30380000,115.36,140150000,75.44,42660000,128.72,120170000
"405",2020-09-15,10785.3,91700,364.01,9060000,"Low","Low","Medium","Medium",-0.0550235251855292,-629,0,3401.2,11438.87,216660000,208.78,21820000,115.54,184640000,76.76,23040000,129.91,72760000
"406",2020-09-16,10949.5,94940,364.88,9060000,"Low","Low","Medium","Medium",0.0767740539690034,779.700000000001,0,3385.49,11247.6,233920000,205.05,26370000,112.13,155030000,75.6,22140000,125.14,55760000
"407",2020-09-17,10941.3,77220,388.97,12850000,"Medium","Low","Medium","Medium",0.0447648603485318,467.799999999999,0,3357.01,11080.95,271150000,202.91,34010000,110.34,178010000,74.35,40010000,124.64,79250000
"408",2020-09-18,10933,63480,384.2,8950000,"Low","Low","Medium","Medium",0.069283883966121,707.4,0,3319.47,10936.98,537370000,200.39,55230000,106.84,287100000,72.55,63060000,121.89,69850000
"409",2020-09-21,10416.8,109850,341.3,11410000,"Low","Low","Medium","Medium",0.00745669603566812,76.0999999999985,0,3281.06,10980.22,276560000,202.54,39840000,110.08,195710000,71.51,56910000,125.17,72100000
"410",2020-09-22,10531.5,63520,344.03,9290000,"Low","Low","Medium","Medium",0.0135993532367038,140.299999999999,0,3315.57,11186.37,220920000,207.42,33520000,111.81,183060000,72.99,33950000,126.38,64650000
"411",2020-09-23,10237.3,74950,319.95,13880000,"Low","Low","Medium","Medium",-0.0410292919168548,-439,0,3236.92,10833.33,245500000,200.59,30800000,107.12,150720000,70.47,37730000,121.24,64700000
"412",2020-09-24,10739.4,82950,349.17,9400000,"Low","Low","Medium","Medium",-0.00425579260660336,-46.8999999999996,0,3246.59,10896.47,223640000,203.19,31200000,108.22,167740000,71.14,34550000,123.48,73120000
"413",2020-09-25,10688.8,71430,351.63,8470000,"Low","Low","Medium","Medium",-0.0238093063610211,-261.700000000001,0,3298.46,11151.13,201770000,207.82,29440000,112.28,149980000,71.95,30330000,128.74,58800000
"414",2020-09-28,10693.2,72290,354.08,7770000,"Low","Low","Medium","Medium",-0.0226755504373336,-249.099999999999,0,3351.6,11364.45,216540000,209.44,3.2e+07,114.96,137670000,72.93,30780000,130.35,57380000
"415",2020-09-29,10840.9,59640,359.86,6260000,"Low","Low","Medium","Medium",-0.00842403731821095,-93.1000000000004,0,3335.47,11322.95,165930000,207.26,24460000,114.09,100060000,73.3,31820000,132.26,62300000
"416",2020-09-30,10776.1,55550,359.39,5430000,"Low","Low","Medium","Medium",0.0344923584978114,358.300000000001,0,3363,11418.06,262850000,210.33,33830000,115.81,142680000,73.28,40920000,135.3,68920000
"417",2020-10-01,10620.5,95330,353.07,7930000,"Low","Low","Medium","Medium",0.00845083796230361,88,0,3380.8,11583.2,191860000,212.46,27160000,116.79,116120000,74.39,32880000,136.15,52500000
"418",2020-10-02,10572.3,77940,345.68,7270000,"Low","Low","Medium","Medium",0.0327234720092211,334,0,3348.44,11255.69,204690000,206.19,33150000,113.02,144710000,72.78,31220000,130.62,55250000
"419",2020-10-05,10789.5,48860,353.28,4960000,"Low","Low","Medium","Medium",0.00466506508743514,49.1000000000004,0,3408.63,11509.06,162990000,210.38,21330000,116.5,106240000,74.14,21600000,136.43,47980000
"420",2020-10-06,10602.6,69070,340.61,7320000,"Low","Low","Medium","Medium",-0.00806451612903214,-87.1999999999989,0,3360.95,11291.27,194810000,205.91,28550000,113.16,161500000,72.55,26100000,137.37,78440000
"421",2020-10-07,10670.9,49270,341.48,5770000,"Low","Low","Medium","Medium",-0.0020854374742828,-23.3000000000011,0,3419.45,11503.19,168070000,209.83,25680000,115.08,96850000,72.96,36110000,139.64,41810000
"422",2020-10-08,10924.1,79780,350.83,6850000,"Low","Low","Medium","Medium",0.00767463955944625,82.2000000000007,0,3446.83,11550.94,148360000,210.58,19930000,114.97,83480000,74.17,26080000,138.39,37890000
"423",2020-10-09,11054.2,70950,365.28,7850000,"Low","Low","Medium","Medium",0.0258071101790074,277.1,0,3477.13,11725.85,182990000,215.81,26460000,116.97,100510000,75.52,32970000,137.63,34690000
"424",2020-10-12,11533.9,84020,386.68,10390000,"Low","Low","Medium","Medium",0.0860034838284449,912.4,0,3534.22,12088.11,233330000,221.4,40460000,124.4,240230000,78.23,55340000,142.26,43470000
"425",2020-10-13,11423.8,64670,381.23,7920000,"Low","Low","Medium","Medium",0.0805406581349375,850.5,0,3511.93,12083.17,200440000,222.86,28950000,121.1,262330000,78.35,39070000,142.48,34460000
"426",2020-10-14,11420.4,59120,379.15,8080000,"Low","Low","Medium","Medium",0.0584735159182539,629.9,0,3488.67,11985.36,176430000,220.86,23450000,121.19,151060000,78.17,33180000,140.95,27660000
"427",2020-10-15,11503,70840,377.45,7930000,"Low","Low","Medium","Medium",0.0849225661630166,899.4,0,3483.34,11898.57,158290000,219.66,22730000,120.71,112560000,77.77,31230000,139.7,26720000
"428",2020-10-16,11322,71420,365.17,7590000,"Low","Low","Medium","Medium",0.0610164091126335,650.1,0,3483.81,11852.17,194990000,219.66,26060000,119.02,115390000,78.39,34210000,138.12,24260000
"429",2020-10-19,11753.4,73040,379.19,6850000,"Low","Low","Medium","Medium",0.0759147206634871,828.299999999999,0,3426.92,11634.35,184090000,214.22,27630000,115.98,120640000,76.5,29730000,134.98,29810000
"430",2020-10-20,11913.5,94590,368.35,7460000,"Low","Medium","Medium","Medium",0.0777351594868918,858.299999999999,0,3443.12,11677.84,155090000,214.65,22750000,117.51,124420000,77.55,41720000,136.46,22920000
"431",2020-10-21,12808.7,197720,391.2,13610000,"Medium","Medium","Medium","Medium",0.110526361421549,1273.8,0,3435.56,11665.37,162020000,214.8,22720000,116.87,89950000,79.3,60320000,135.25,21960000
"432",2020-10-22,12974.6,113310,414.05,12650000,"Medium","Medium","Medium","Medium",0.135751676324866,1549.8,0,3453.49,11662.91,167160000,214.89,22350000,115.75,101990000,80.33,30520000,133.61,29050000
"433",2020-10-23,12934.1,73940,408.52,8180000,"Medium","Medium","Medium","Medium",0.13254351861581,1512.7,0,3465.39,11692.57,152720000,216.23,18880000,115.04,82570000,81.65,30550000,135.9,23350000
"434",2020-10-26,13061.6,89470,394.11,9060000,"Medium","Medium","Medium","Medium",0.135495088237851,1557.6,0,3400.97,11504.52,186910000,210.08,37110000,115.05,111850000,79.21,35830000,131.41,33690000
"435",2020-10-27,13657.8,128640,403.15,6290000,"Medium","Medium","Medium","Medium",0.206306306306306,2334.8,0,3390.68,11598.94,185900000,213.25,36700000,116.6,92280000,79.94,25900000,133.97,25050000
"436",2020-10-28,13278.9,144180,388.14,9960000,"Medium","Medium","Medium","Medium",0.12979223033335,1524.5,0,3271.03,11142.76,240120000,202.68,51200000,111.2,143940000,75.54,45170000,126.27,37650000
"437",2020-10-29,13457.2,111230,386.76,3040000,"Low","Medium","Medium","Medium",0.129575691442481,1542.7,0,3310.11,11350.74,214420000,204.72,31430000,115.32,146130000,77.84,55410000,130.24,32010000
"438",2020-10-30,13559.9,108770,382.41,2810000,"Low","Medium","Medium","Medium",0.0586476379335918,750.199999999999,0,3269.96,11052.95,265830000,202.47,36980000,108.86,190570000,80.81,99920000,125.34,41740000
"439",2020-11-02,13561.4,97760,383.53,9430000,"Low","Medium","Medium","Medium",0.0452268278020131,585.799999999999,0,3310.24,11084.76,191980000,202.33,30840000,108.77,122870000,81.22,44230000,125.81,29970000
"440",2020-11-03,14019.9,108170,387.92,6730000,"Medium","Medium","Medium","Medium",0.083948631910995,1084.8,0,3369.16,11279.91,193870000,206.43,27510000,110.44,107620000,82.28,31430000,130.2,27290000
"441",2020-11-04,14145.6,140800,402.19,6170000,"Medium","Medium","Medium","Medium",0.0829913639982851,1083,0,3443.44,11777.02,271400000,216.39,42310000,114.95,138240000,87.29,71340000,137.94,41020000
"442",2020-11-05,15587.1,227490,416.63,7040000,"Medium","Medium","Medium","Medium",0.141259939375302,1928.3,0,3510.45,12078.07,210410000,223.29,36080000,119.03,126390000,88.13,39760000,141.6,31900000
"443",2020-11-06,15577.9,186130,455.72,6530000,"Medium","Medium","Medium","Medium",0.173131810616843,2298,0,3509.44,12091.35,177200000,223.72,25230000,118.69,114460000,87.99,28620000,145.62,38330000
"444",2020-11-09,15327.2,165040,444.33,28850000,"Medium","Medium","Medium","Medium",0.138959070237494,1869,0,3550.5,11830.39,318980000,218.39,44390000,116.32,154520000,88.07,53440000,136.31,58300000
"445",2020-11-10,15303.6,93360,450.22,20760000,"Medium","Medium","Medium","Medium",0.128592393749217,1742.7,0,3545.53,11624.29,260140000,211.01,44050000,115.97,138020000,86.89,43020000,127.7,64410000
"446",2020-11-11,15695.8,119070,463.33,15130000,"Medium","Medium","Medium","Medium",0.157387880307343,2133.4,0,3572.66,11892.93,186650000,216.55,29440000,119.49,112300000,87.36,31840000,134.18,40470000
"447",2020-11-12,16294.7,165540,462.56,9330000,"Medium","Medium","Medium","Medium",0.162255080278747,2273.8,0,3537.01,11827.14,181210000,215.44,21620000,119.21,103350000,87.14,26490000,134.57,36660000
"448",2020-11-13,16324.2,113750,476.29,9850000,"Medium","Medium","Medium","Medium",0.154012555140821,2177.6,0,3585.15,11937.84,169680000,216.51,18630000,119.26,81690000,88.61,29760000,132.97,34680000
"449",2020-11-16,16715.8,118090,460.43,5620000,"Medium","Medium","Medium","Medium",0.0724124436232525,1127.7,0,3626.91,12013.39,213930000,217.23,24950000,120.3,91180000,88.7,25470000,135.15,41380000
"450",2020-11-17,17662.3,175870,481.95,7930000,"Medium","Medium","Medium","Medium",0.133804941616007,2083.4,0,3609.53,11977.49,194300000,214.46,24150000,119.39,74270000,88.08,21320000,134.22,31200000
"451",2020-11-18,17774.6,233430,478.52,18190000,"Medium","Medium","Medium","Medium",0.159676914243958,2446.4,0,3567.79,11894.71,200780000,211.08,28370000,118.03,76320000,87.03,20110000,134.29,51090000
"452",2020-11-19,17803.5,135940,471.21,12530000,"Medium","Medium","Medium","Medium",0.16335372069317,2498.9,0,3581.87,11985.43,179580000,212.42,24790000,118.64,74110000,87.93,20110000,134.4,56590000
"453",2020-11-20,18675.2,134420,509.98,30850000,"Medium","Medium","Medium","Medium",0.18982148090572,2978.4,0,3557.54,11906.44,192390000,210.39,22840000,117.34,73600000,86.82,27710000,130.88,34110000
"454",2020-11-23,18379.6,127350,609.22,49680000,"Medium","Medium","Medium","Medium",0.127949578697368,2083.9,0,3577.59,11905.94,189110000,210.11,25680000,113.85,127960000,86.38,22550000,131.4,36140000
"455",2020-11-24,19152.6,180790,605.03,41110000,"Medium","Medium","Medium","Medium",0.173264233469328,2827.4,0,3635.41,12079.81,211730000,213.86,33980000,115.17,113870000,88.19,28010000,129.58,34650000
"456",2020-11-25,18723,146120,569.67,14500000,"Medium","Medium","Medium","Medium",0.120078010026442,2006.2,0,3629.65,12152.22,164420000,213.87,21010000,116.03,76500000,88.21,19600000,132.35,25990000
"457",2020-11-30,19698.1,185590,615.92,51720000,"Medium","Medium","Medium","Medium",0.115262451662581,2034.8,0,3621.63,12268.32,354410000,214.07,33060000,119.05,169410000,87.72,32420000,134.01,28700000
"458",2020-12-01,18770.7,208720,585.66,49420000,"Medium","Medium","Medium","Medium",0.056040642264805,995.100000000002,0,3662.45,12455.33,227090000,216.21,30930000,122.72,128170000,89.77,37360000,133.9,29760000
"459",2020-12-02,19218.8,91920,598.05,16210000,"Medium","Medium","Medium","Medium",0.0794956047968096,1414.3,0,3669.01,12456.41,176960000,215.37,23720000,123.08,8.9e+07,91.25,29420000,135.45,28340000
"460",2020-12-03,19433.3,99970,616.32,2.4e+07,"Medium","Medium","Medium","Medium",0.0405939427690198,757.099999999999,0,3666.72,12467.13,180460000,214.24,25120000,122.94,78970000,91.09,24730000,133.96,19950000
"461",2020-12-04,18658.1,110630,567.91,48950000,"Medium","Medium","Medium","Medium",0.0151526692637489,277.5,0,3699.12,12528.48,168420000,214.36,24670000,122.25,78260000,91.19,20540000,135.58,20220000
"462",2020-12-07,19170.7,61980,591.09,7720000,"Medium","Medium","Medium","Medium",0.000945041404300406,17.1000000000022,0,3691.96,12596.47,169910000,214.29,24620000,123.75,86710000,90.85,22290000,136.07,22320000
"463",2020-12-08,18326.6,101410,555.05,8110000,"Medium","Medium","Medium","Medium",-0.0211718207552209,-397.400000000001,0,3702.25,12635.72,168730000,216.01,23280000,124.38,82230000,90.57,19940000,133.5,27190000
"464",2020-12-09,18546,129720,573.21,9100000,"Medium","Medium","Medium","Medium",-0.0584878744650499,-1153.1,0,3672.82,12364.64,227700000,211.8,32440000,121.78,115090000,88.89,31730000,129.31,40130000
"465",2020-12-10,18247.2,85310,558.13,19600000,"Medium","Medium","Medium","Medium",-0.0278892103118158,-524.5,0,3668.1,12401.74,182100000,210.52,26470000,123.24,81310000,88.38,28690000,129.72,20780000
