"","Date","Bitcoin_Price","Bitcoin_Vol.","Ethereum_Price","Ethereum_Vol.","Eth_Price_Level","Bit_Price_Level","Eth_Classification","Bit_Classification","btc_weekly_return","btc_weekly_change","Bit_Class_Binary","S&P_500_Price","Nasdaq_100_Price","Nasdaq_100_Vol.","Microsoft_Price","Microsoft_Vol.","Apple_Price","Apple_Vol.","Google_Price","Google_Vol.","Nvidia_Price","Nvidia_Vol."
"615",2021-07-23,33603.3,66150,2123.61,961670,"High","High","Medium","Medium",0.0238447077606512,781.600000000006,0,4411.8,15111.79,165310000,289.67,22770000,148.56,71450000,133.01,41510000,195.58,19570000
"616",2021-07-26,37276.6,177630,2229.53,1890000,"High","High","Medium","Medium",0.170729102872128,5435.1,0,4422.23,15125.95,168930000,289.05,23180000,148.99,72430000,134.04,30570000,192.94,20390000
"617",2021-07-27,39452,100240,2300.22,1250000,"High","High","Medium","Medium",0.256673249665541,8057,0,4401.46,14956.97,220400000,286.54,33600000,146.77,104820000,131.9,54710000,192.08,24890000
"618",2021-07-28,40003.2,148920,2299.11,968940,"High","High","Medium","Medium",0.297238400373575,9165,0,4400.65,15018.1,2.02e+08,286.22,33570000,144.98,118930000,136.09,95130000,195.03,20220000
"619",2021-07-29,40001.4,75300,2380.93,642750,"High","High","Medium","Medium",0.342608193651028,10206.6,0,4419.15,15048.36,177410000,286.5,18170000,145.64,56700000,135.78,31720000,196.62,19080000
"620",2021-07-30,42203.4,98450,2460.95,1030000,"High","High","Medium","High",0.31346284320011,10071,1,4395.26,14959.9,1.89e+08,284.91,20940000,145.86,70440000,134.73,25580000,194.99,18350000
"621",2021-08-02,39168.4,74810,2608.04,970670,"High","High","High","Medium",0.212685261727179,6868.5,0,4387.11,14963.62,157330000,284.82,16270000,145.52,62880000,134.85,21630000,197.5,21740000
"622",2021-08-03,38130.3,260,2506.65,158450,"High","High","Medium","Medium",0.134718911535474,4526,0,4423.15,15061.42,166870000,287.12,17880000,147.36,64790000,135.63,20760000,198.15,30180000
"623",2021-08-04,39736.9,79220,2725.29,1230000,"High","High","High","Medium",0.0660011910957545,2459.3,0,4402.68,15083.39,193180000,286.51,16190000,146.95,56370000,135.13,19680000,202.74,23130000
"624",2021-08-05,40867.2,130600,2827.21,1650000,"High","High","High","Medium",0.0358714387103314,1414.2,0,4429.1,15181.64,152620000,289.52,13900000,147.06,46400000,136.25,17870000,206.37,21140000
"625",2021-08-06,42795.4,111930,2889.43,1060000,"High","High","High","High",0.0697994160467164,2791.2,1,4436.52,15109.36,153250000,289.46,16590000,146.14,54130000,135.74,20490000,203.66,17850000
"626",2021-08-09,46284.3,117080,3162.93,1440000,"High","High","High","High",0.157067002654907,6281.9,1,4432.35,15133.11,138300000,288.33,16120000,146.09,48910000,136.91,17770000,202.95,14640000
"627",2021-08-10,45593.8,80550,3140.71,1120000,"High","High","High","High",0.0803347597586925,3389.4,1,4436.75,15053.58,150540000,286.44,18620000,145.6,69020000,136.81,19410000,199.36,17920000
"628",2021-08-11,45564.3,75430,3163.66,950120,"High","High","High","High",0.163292347913114,6394.9,1,4447.7,15027.76,152590000,286.95,13960000,145.86,48490000,136.28,15350000,196.99,18590000
"629",2021-08-12,44403.4,81070,3043.61,965630,"High","High","High","High",0.164517457245288,6272.1,1,4460.84,15088.98,150500000,289.81,14570000,148.89,73780000,137.19,16520000,199.05,15190000
"630",2021-08-13,47809.1,75270,3322.43,795540,"High","High","High","High",0.203141160986388,8071.2,1,4468,15136.68,126450000,292.85,18250000,149.1,59380000,137.73,15950000,201.88,18310000
"631",2021-08-16,45996.3,2410,3147.65,859090,"High","High","High","High",0.125506518675123,5128.10000000001,1,4479.66,15140.77,157030000,294.6,22520000,151.12,103560000,138.31,22400000,199.5,21120000
"632",2021-08-17,44691.6,84140,3014.58,1060000,"High","High","High","High",0.0443085004463095,1895.2,1,4448.08,15002.83,159610000,293.08,20080000,150.19,92230000,136.66,21720000,194.58,20460000
"633",2021-08-18,44723.8,22360,3016.91,750740,"High","High","High","High",-0.0337155363697841,-1561.5,1,4400.27,14857.92,152360000,290.73,21810000,146.36,86330000,135.45,19260000,190.4,28590000
"634",2021-08-19,46755.9,77920,3184.82,844130,"High","High","High","High",0.0254881146120745,1161.1,1,4405.8,14933.93,186790000,296.77,29850000,146.7,86960000,135.68,21780000,197.98,76660000
"635",2021-08-20,49324,83190,3284.21,739320,"High","High","High","High",0.0825141613061102,3758.7,1,4441.67,15092.57,176440000,304.36,40820000,148.19,60550000,137.43,31190000,208.16,67570000
"636",2021-08-23,49539.7,75370,3319.49,1090000,"High","High","High","High",0.115673574546093,5135.3,1,4479.54,15312.82,164190000,304.65,22830000,149.71,60130000,140.04,28450000,219.58,57580000
"637",2021-08-24,47714.7,74260,3173.26,988820,"High","High","High","High",-0.00197451949524252,-95.4000000000015,1,4486.23,15357.68,147830000,302.62,18180000,149.62,48610000,141.26,19270000,217.93,29730000
"638",2021-08-25,48994.5,63540,3228.15,923130,"High","High","High","High",0.0651835038905302,2997.2,1,4496.19,15368.92,174490000,302.01,20010000,148.36,58990000,142.08,15850000,222.13,34770000
"639",2021-08-26,46831.6,73790,3093.54,118440,"High","High","High","High",0.0478837186406393,2139,1,4469.91,15278.52,136200000,299.09,17670000,147.54,48600000,141.44,20610000,220.68,23790000
"640",2021-08-27,49064.3,62470,3273.58,839540,"High","High","High","High",0.0970512344657655,4339.5,1,4509.37,15432.95,153360000,299.72,22610000,148.6,55800000,144,28780000,226.36,30470000
"641",2021-08-30,46992.7,61680,3225.67,966580,"High","High","High","High",0.00506460147275511,235.799999999996,1,4528.79,15605.09,144220000,303.59,16350000,153.12,90960000,144.59,24430000,226.88,26260000
"642",2021-08-31,47130.4,71480,3430.74,1520000,"High","High","High","High",-0.044473278728408,-2194.6,1,4522.68,15582.51,224250000,301.88,26290000,151.83,86450000,144.7,22450000,223.85,25980000
"643",2021-09-01,48819.4,74380,3832.73,1480000,"High","High","High","High",-0.0145398538949569,-721.299999999996,1,4524.09,15611.57,157200000,301.83,18980000,152.51,80310000,145.22,21940000,224.41,20180000
"644",2021-09-02,49274.3,80210,3786.19,928700,"High","High","High","High",0.0326859437447999,1558.60000000001,1,4536.95,15604.25,142460000,301.15,16290000,153.65,71170000,143.29,32360000,223.96,18810000
"645",2021-09-03,49999,88080,3936.29,1200000,"High","High","High","High",0.0205023012787149,1003.5,1,4535.43,15652.86,129040000,301.14,14750000,154.3,57870000,143.74,19850000,228.43,28080000
"646",2021-09-08,46061.4,100480,3495.1,780680,"High","High","High","High",-0.0164461602849357,-771.199999999997,1,4514.07,15620.85,151550000,300.21,15050000,155.11,74420000,143.69,18350000,223.39,25440000
"647",2021-09-09,46385.6,73630,3423.51,1090000,"High","High","High","High",-0.0545957040047449,-2679.7,1,4493.28,15561.05,140370000,297.25,19930000,154.07,57310000,143.54,15320000,221.77,19690000
"648",2021-09-10,44842.8,75620,3207.27,1210000,"High","High","High","High",-0.0457496589895876,-2150.89999999999,1,4458.58,15440.75,172650000,295.71,19630000,148.97,140890000,140.88,36840000,224.78,24840000
"649",2021-09-13,44949.5,96150,3284.52,1340000,"High","High","High","High",-0.0462737426374484,-2181.9,1,4468.73,15434.5,174430000,296.99,23650000,149.55,102400000,142.33,22090000,221.52,29750000
"650",2021-09-14,47077.5,65330,3428.87,720340,"High","High","High","High",-0.0356804876749817,-1742.9,1,4443.05,15382.9,171390000,299.79,21850000,148.12,109300000,142.54,19670000,222.42,19980000
"651",2021-09-15,48130.6,63400,3611.9,790270,"High","High","High","High",-0.0232108827522665,-1144.7,1,4480.7,15503.53,193250000,304.82,28360000,149.03,83280000,144.43,27410000,223.41,16650000
"652",2021-09-16,47748,60910,3569.43,195790,"High","High","High","High",-0.0450209004180083,-2252,1,4473.76,15515.91,157640000,305.22,19550000,148.79,68030000,143.61,26200000,222.42,15600000
"653",2021-09-17,47282.8,50160,3398.65,748100,"High","High","High","High",0.0265167797765591,1220.4,1,4432.99,15333.47,453630000,299.87,41370000,146.06,129870000,140.8,53380000,219,29450000
"654",2021-09-20,42870.6,77960,2976.05,1720000,"High","High","High","High",-0.0757778276016695,-3516,1,4357.73,15012.18,229840000,294.3,38280000,142.94,123480000,138.72,46520000,211.13,34940000
"655",2021-09-21,40651.3,142550,2761.52,1790000,"High","High","High","Medium",-0.0934709696985915,-4192.5,0,4354.18,15027.77,153290000,294.8,22360000,143.43,75830000,139.03,25330000,212.46,20470000
"656",2021-09-22,43551.6,93980,3077.78,1190000,"High","High","High","High",-0.0310993448202984,-1398.9,1,4395.64,15176.51,171160000,298.58,26630000,145.85,76400000,140.28,25060000,219.41,26870000
"657",2021-09-23,44869.2,74540,3152.92,841540,"High","High","High","High",-0.0469077584833519,-2209.3,1,4448.98,15316.58,144600000,299.56,18600000,146.83,64840000,141.22,20950000,224.82,24860000
"658",2021-09-24,42819.9,128880,2928.57,1740000,"High","High","High","High",-0.110339368302078,-5311.7,1,4455.48,15329.68,129340000,299.35,1.5e+07,146.92,53480000,142.21,22980000,220.81,21770000
"659",2021-09-27,42172.6,54120,2926.24,865300,"High","High","High","High",-0.116767194437463,-5576.4,1,4443.11,15204.83,154500000,294.17,23570000,145.37,74150000,141.07,21880000,216.6,24520000
"660",2021-09-28,41022.3,60010,2807.28,896280,"High","High","High","Medium",-0.132405441302123,-6261.5,0,4352.63,14770.3,241470000,283.52,43190000,141.91,108970000,135.83,45770000,206.99,34310000
"661",2021-09-29,41536.8,48210,2851.5,728860,"High","High","High","High",-0.0311122307595414,-1334.8,1,4359.46,14752.89,182140000,284,26350000,142.83,74600000,134.35,30850000,205.17,21840000
"662",2021-09-30,43823.3,64320,3000.59,968230,"High","High","High","High",0.0780294849119216,3171,1,4307.54,14689.62,203200000,281.92,32340000,141.5,89060000,133.68,38030000,207.16,22100000
"663",2021-10-01,48146,94660,3309.13,1140000,"High","High","High","High",0.105493253979188,4593.4,1,4357.05,14791.87,192230000,289.1,30090000,142.65,94640000,136.54,35360000,207.42,24100000
"664",2021-10-04,49227.3,66920,3382.9,826830,"High","High","High","High",0.0971289882592068,4357.10000000001,1,4300.46,14472.12,223380000,283.11,31350000,139.14,98320000,133.66,51200000,197.32,34560000
"665",2021-10-05,51469.3,76630,3517.26,663880,"High","High","High","High",0.201994866872646,8648.4,1,4345.72,14674.15,177490000,288.76,24990000,141.11,80860000,136.02,32400000,204.51,27930000
"666",2021-10-06,55323.2,116260,3575.41,1050000,"High","High","High","High",0.311828058976682,13149.6,1,4363.55,14766.75,174390000,293.11,2.8e+07,142,83220000,137.57,24360000,207,29720000
"667",2021-10-07,53783.9,75680,3586,826290,"High","High","High","High",0.311089334337665,12760.6,1,4399.76,14897.13,168650000,294.85,20430000,143.29,61730000,139.23,25110000,210.75,25690000
"668",2021-10-08,53914.7,64050,3559.42,681740,"High","High","High","High",0.297998401417538,12376.9,1,4391.36,14820.75,142850000,294.85,17690000,142.9,58770000,139.79,26530000,208.31,15130000
"669",2021-10-11,57477.3,73840,3545.06,683240,"High","High","High","High",0.311569416269427,13653,1,4361.19,14713.73,131290000,294.23,19300000,142.81,64450000,138.91,17950000,206.95,16340000
"670",2021-10-12,56015.9,74850,3489.9,609890,"High","High","High","High",0.16345906201969,7868.9,1,4350.64,14662.11,175530000,292.88,17970000,141.51,73040000,136.45,36330000,206.71,16210000
"671",2021-10-13,57380.1,73620,3607.28,557180,"High","High","High","High",0.165615420711678,8151.8,1,4363.8,14774.6,162400000,296.31,23420000,140.91,78760000,137.58,19660000,209.39,18070000
"672",2021-10-14,57345.8,59840,3790.41,697090,"High","High","High","High",0.11417485763358,5875.5,1,4438.23,15052.42,171550000,302.75,27260000,143.76,69910000,141.15,31930000,217.46,24360000
"673",2021-10-15,61672.5,121480,3866.9,721140,"High","High","High","High",0.11476740318709,6348.3,1,4471.37,15146.92,201850000,304.21,25380000,144.84,67940000,141.37,30270000,218.62,22700000
"674",2021-10-18,62056.3,80150,3747.6,578210,"High","High","High","High",0.153808109861873,8271.4,1,4486.48,15300.89,157540000,307.29,22730000,146.55,85590000,142.78,20400000,222.22,18950000
"675",2021-10-19,64278.5,80160,3876.78,488600,"High","High","High","High",0.192225867898736,10362.8,1,4519.63,15410.72,140100000,308.23,17680000,148.76,76380000,143.24,20160000,222.9,16150000
"676",2021-10-20,65979.1,79870,4159.89,752030,"High","High","High","High",0.147915785884166,8500.8,1,4536.19,15388.71,139670000,307.41,16540000,149.26,58420000,141.77,23290000,221.03,14630000
"677",2021-10-21,62210.2,105380,4054.16,1140000,"High","High","High","High",0.110581102865436,6193.3,1,4549.78,15489.59,155340000,310.76,16920000,149.48,61420000,141.89,26290000,226.92,18760000
"678",2021-10-22,60690.3,75690,3970.94,654770,"High","High","High","High",0.05768898973686,3309.2,1,4544.9,15355.07,174010000,309.16,17450000,148.69,58880000,137.57,50590000,227.26,24940000
"679",2021-10-25,63067,51060,4219.92,481410,"High","High","High","High",0.0997666786408071,5720.2,1,4566.48,15514.19,172550000,308.13,17550000,148.64,50720000,137.45,34410000,231.66,23020000
"680",2021-10-26,60310.8,57130,4129.51,559290,"High","High","High","High",-0.0220795330171469,-1362.7,1,4574.79,15559.49,196060000,310.11,28110000,149.32,60890000,139.31,49240000,247.17,48590000
"681",2021-10-27,58438.1,88110,3921.93,1070000,"High","High","High","High",-0.0583051197058156,-3619.2,1,4551.68,15598.39,197760000,323.17,52590000,148.85,56100000,146.22,85780000,244.51,24600000
"682",2021-10-28,60582.5,88470,4284.9,865800,"High","High","High","High",-0.0574997860871054,-3697,1,4596.42,15778.16,186650000,324.35,26300000,152.57,100080000,145.85,36210000,249.41,23420000
"683",2021-10-29,62242.8,63390,4413.7,781570,"High","High","High","High",-0.0566285384311093,-3737.3,1,4605.38,15850.47,210860000,331.62,34770000,149.8,124950000,148.05,43320000,255.67,29250000
"684",2021-11-01,60915.3,61210,4320.85,574260,"High","High","High","High",-0.0208149145959986,-1295.89999999999,1,4613.67,15905.28,177720000,329.37,27070000,148.96,74590000,143.5,46920000,258.27,26570000
"685",2021-11-02,63221.7,65260,4586.06,630260,"High","High","High","High",0.0417101250117398,2530.39999999999,1,4630.65,15972.49,175570000,333.13,26490000,150.02,69120000,145.43,33480000,264.01,29410000
"686",2021-11-03,62918.5,61050,4602.21,634680,"High","High","High","High",-0.00235463871755437,-149.5,1,4660.57,16144.5,177490000,334,21500000,151.49,54510000,146.6,27490000,265.98,23990000
"687",2021-11-04,61412.6,49910,4535.11,495860,"High","High","High","High",0.0182687014597716,1100.8,1,4680.06,16346.24,226440000,336.44,23990000,150.96,60400000,148.27,38410000,298.01,115360000
"688",2021-11-05,60974.3,44460,4475,409750,"High","High","High","High",0.0433997683018443,2535.2,1,4697.53,16359.38,223010000,336.06,22570000,151.28,65460000,148.85,38350000,297.52,85130000
"689",2021-11-08,67527.9,81080,4808.38,673210,"High","High","High","High",0.114643667725828,6944.39999999999,1,4701.7,16336.03,194100000,336.99,20900000,150.44,55020000,149.03,23050000,308.04,50310000
"690",2021-11-09,66904.4,66130,4731.83,437410,"High","High","High","High",0.0748938029780151,4660.59999999999,1,4685.25,16219.93,202590000,335.95,21310000,150.81,56790000,148.92,19530000,306.57,64670000
"691",2021-11-10,64932.6,96210,4634.03,761900,"High","High","High","High",0.0659489487862654,4016.3,1,4646.71,15985.57,192320000,330.8,25500000,147.92,65190000,145.89,29970000,294.59,63620000
"692",2021-11-11,64806.7,50370,4720.87,418610,"High","High","High","High",0.0250705058547935,1584,1,4649.27,16032.47,144380000,332.43,16850000,147.87,4.1e+07,145.77,16520000,303.9,33220000
"693",2021-11-12,64134.5,63270,4667.31,634590,"High","High","High","High",0.0193265891589913,1215,1,4682.85,16199.89,154830000,336.72,23830000,149.99,63800000,148.68,22360000,303.9,41310000
"694",2021-11-15,63597.9,53530,4562.98,495960,"High","High","High","High",0.0355839029775649,2184.3,1,4682.81,16189.11,164950000,336.07,16720000,150,59220000,148.45,23510000,300.25,38490000
"695",2021-11-16,60089.1,115360,4208.16,1120000,"High","High","High","High",-0.0145175918378727,-886.200000000004,1,4700.9,16309.77,181240000,339.51,20890000,151,59260000,147.88,18900000,302.03,26450000
"696",2021-11-17,60367.8,73930,4290.88,664940,"High","High","High","High",-0.106031729107524,-7161.09999999999,1,4688.67,16308.07,184410000,339.12,19050000,153.49,88810000,148.05,19600000,292.61,42850000
"697",2021-11-18,56955.3,100370,4001.87,792380,"High","High","High","High",-0.148706213642152,-9950.09999999999,1,4706.64,16482.97,225120000,341.27,22460000,157.87,137830000,149.84,35630000,316.75,78170000
"698",2021-11-19,58083.4,74440,4295.43,571960,"High","High","High","High",-0.105481684084728,-6850.2,1,4697.96,16573.34,230310000,343.11,21960000,160.55,117310000,148.93,33700000,329.85,53390000
"699",2021-11-22,56308.8,76450,4086.95,717080,"High","High","High","High",-0.13112687422751,-8498.89999999999,1,4682.95,16380.98,240380000,339.83,31030000,161.02,117470000,146.3,30630000,319.56,75430000
"700",2021-11-23,57573.2,72480,4340.23,684350,"High","High","High","High",-0.102305311493814,-6562.3,1,4690.7,16306.72,213560000,337.68,30430000,161.41,96040000,145.78,27230000,317.46,53220000
"701",2021-11-24,57171.7,56680,4273.54,595960,"High","High","High","High",-0.101044216868796,-6427.2,1,4701.46,16367.81,173020000,337.91,21660000,161.94,69460000,146.12,18040000,326.74,43520000
"702",2021-11-29,57794.8,58650,4443.22,532660,"High","High","High","High",-0.0381816336074262,-2295.3,1,4655.27,16399.24,222800000,336.63,28560000,160.24,88750000,145.53,32600000,333.76,45500000
"703",2021-11-30,56882.9,73660,4628.9,973460,"High","High","High","High",-0.0577277952815906,-3485.9,1,4567,16135.92,412490000,330.59,42890000,165.3,174050000,141.9,42070000,326.76,62210000
"704",2021-12-01,57210.3,66750,4583.28,669180,"High","High","High","High",0.00447719527418866,254,1,4513.04,15877.72,253550000,330.08,33400000,164.77,152420000,141.05,34060000,314.35,48580000
"705",2021-12-02,56496,54940,4512.9,608070,"High","High","High","High",-0.0273296673404105,-1588.4,1,4577.1,15990.76,252100000,329.49,30770000,163.76,136740000,142.97,29190000,321.26,47290000
"706",2021-12-03,53631.5,89200,4219.3,942770,"High","High","High","High",-0.0475467422498793,-2678.3,1,4538.43,15712.04,287690000,323.01,41780000,161.84,118020000,142,41230000,306.93,54430000
"707",2021-12-06,50562.1,89680,4353.31,993790,"High","High","High","High",-0.121777146311131,-7012.1,1,4591.67,15846.16,244530000,326.19,30030000,165.32,107500000,143.15,30620000,300.37,65890000
"708",2021-12-07,50595.2,56290,4307.08,550780,"High","High","High","High",-0.115030688260101,-6577.5,1,4686.75,16325.66,261970000,334.92,31020000,171.18,120410000,147.27,32240000,324.27,59310000
"709",2021-12-08,50473.9,55590,4435.74,574330,"High","High","High","High",-0.126670565518005,-7321.9,1,4701.21,16394.34,208050000,334.97,24760000,175.08,1.17e+08,148.19,24270000,318.26,47560000
"710",2021-12-09,47596.6,58690,4107.69,642170,"High","High","High","High",-0.163252928384453,-9287.3,1,4667.45,16149.57,189740000,333.1,22210000,174.56,108920000,147.64,23270000,304.9,48850000
"711",2021-12-10,47137.2,68060,3903.48,798120,"High","High","High","High",-0.176071441680956,-10074.1,1,4712.02,16331.98,206170000,342.54,38100000,179.45,115400000,148,24460000,301.98,48880000
"712",2021-12-13,46703.6,80370,3781.94,891670,"High","High","High","High",-0.173329085244973,-9793.4,1,4669.15,16082.55,224940000,339.4,28900000,175.74,153240000,145.83,27070000,281.61,59830000
"713",2021-12-14,48366.5,62540,3861.55,577610,"High","High","High","High",-0.0981699187977215,-5266,1,4634.09,15914.9,238210000,328.34,44440000,174.33,139380000,143.91,38450000,283.37,66700000
"714",2021-12-15,48871.5,80280,4019.24,821220,"High","High","High","High",-0.0334361112374684,-1691.6,1,4709.84,16289.59,249170000,334.65,35380000,179.3,131060000,146.44,36370000,304.59,69830000
"715",2021-12-16,47628.2,48200,3956.62,512120,"High","High","High","High",-0.0586419265068623,-2968,1,4668.67,15863.94,267110000,324.9,35030000,172.26,150190000,144.45,33650000,283.87,70740000
"716",2021-12-17,46172.2,67500,3878.29,654900,"High","High","High","High",-0.0852262258315685,-4302.7,1,4620.64,15801.46,606090000,323.8,47980000,171.14,195920000,141.73,51020000,278.01,71660000
"717",2021-12-20,46895.2,57530,3938.8,531110,"High","High","High","High",-0.0147363467138409,-702.400000000001,1,4568.02,15627.64,212520000,319.91,28330000,169.75,107500000,141.61,27190000,277.19,46180000
"718",2021-12-21,48902,57880,4016.59,496710,"High","High","High","High",0.0374396442724643,1763.8,1,4649.23,15986.28,210020000,327.29,24740000,172.99,91190000,143.47,28760000,290.75,52440000
"719",2021-12-22,48599.7,40890,3979.54,426430,"High","High","High","High",0.0405985834068465,1895.1,1,4696.56,16180.14,166350000,333.2,24830000,175.64,92140000,146.41,26320000,294,39520000
"720",2021-12-23,50801,56240,4110.14,573180,"High","High","High","High",0.0503344256872009,2433.5,1,4725.78,16308.21,164320000,334.69,19620000,176.28,68360000,146.92,26380000,296.4,34300000
"721",2021-12-27,50678.2,43900,4036.24,313320,"High","High","High","High",0.0369683762520077,1805.7,1,4791.19,16567.5,154760000,342.45,19950000,180.33,74920000,147.91,15980000,309.45,40370000
"722",2021-12-28,47545.2,74390,3791.69,527230,"High","High","High","High",-0.00174266505977549,-84,1,4786.36,16488.66,136370000,341.25,15660000,179.29,79140000,146.69,18250000,303.22,42060000
"723",2021-12-29,46461.7,63920,3627.93,456030,"High","High","High","High",0.00627000662736443,288.5,1,4793.06,16491.01,133190000,341.95,15040000,179.38,62350000,146.65,17790000,300.01,34310000
"724",2021-12-30,47123.3,60960,3709.57,355720,"High","High","High","High",0.00486403725754458,227.100000000006,1,4778.73,16429.1,125580000,339.32,15990000,178.2,59770000,146.2,15690000,295.86,30890000
"725",2021-12-31,46219.5,58180,3677.85,405650,"High","High","High","High",-0.0548546071735307,-2683.5,1,4766.18,16320.08,144780000,336.32,1.8e+07,177.57,64060000,144.85,18140000,294.11,26650000
"726",2022-01-03,46430.2,41060,3764.24,338510,"High","High","High","High",-0.0446401932522217,-2170.5,1,4796.56,16501.77,199760000,334.75,28920000,182.01,104700000,144.99,28680000,301.21,39240000
"727",2022-01-04,45837.3,55590,3789.52,415810,"High","High","High","High",-0.0977087065215251,-4964.7,1,4793.54,16279.73,241070000,329.01,32670000,179.7,99310000,144.4,28400000,292.9,52720000
"728",2022-01-05,43425.9,83740,3535.86,582710,"High","High","High","High",-0.143104924800013,-7253.3,1,4700.58,15771.77,257520000,316.38,40050000,174.92,94540000,137.77,54620000,276.04,49810000
"729",2022-01-06,43097.5,63080,3407.77,701890,"High","High","High","High",-0.0935467723345363,-4448.7,1,4696.05,15765.36,229890000,313.88,39650000,172,96900000,137.75,37350000,281.78,45420000
"730",2022-01-07,41546.7,88360,3195.31,979250,"High","High","High","High",-0.105786056041858,-4916,1,4677.02,15592.19,212830000,314.04,32720000,172.17,86710000,137.02,29760000,272.47,40990000
"731",2022-01-10,41832.2,85500,3085.43,804380,"High","High","High","High",-0.112282034577375,-5292.10000000001,1,4670.29,15614.43,281700000,314.27,44290000,172.19,106770000,138.67,44410000,274,59470000
"732",2022-01-11,42733.2,61780,3237.89,505210,"High","High","High","High",-0.0754292019602116,-3487.3,1,4713.07,15844.12,214960000,314.98,29390000,175.08,76140000,139.74,28730000,278.17,40410000
"733",2022-01-12,43901,53950,3370.89,530960,"High","High","High","High",-0.0544731661720173,-2530.2,1,4726.35,15905.1,192300000,318.27,34370000,175.53,74810000,141.43,26110000,279.99,38340000
"734",2022-01-13,42560,53420,3238.03,462810,"High","High","High","High",-0.0714985393991358,-3278.3,1,4659.02,15495.62,220050000,304.8,45370000,172.19,84510000,138.59,31440000,265.75,53890000
"735",2022-01-14,43073.3,50500,3307.9,415180,"High","High","High","High",-0.00811957840827704,-353.599999999999,1,4662.85,15611.59,214940000,310.2,39850000,173.07,80440000,139.48,29660000,269.42,39580000
"736",2022-01-19,41677.8,53770,3083.65,459810,"High","High","High","High",-0.0329415859388595,-1420.7,1,4532.76,15047.84,228590000,303.33,45930000,166.23,94820000,135.12,28650000,250.67,48830000
"737",2022-01-20,40715.9,65280,3004.72,481080,"High","High","High","Medium",-0.0199967747137557,-831.799999999996,0,4482.73,14846.46,246530000,301.6,35380000,164.51,91420000,133.31,29910000,241.5,43520000
"738",2022-01-21,36475.5,155800,2571.29,1420000,"High","High","Medium","Medium",-0.128052074717562,-5357.7,0,4397.93,14438.4,388090000,296.03,57980000,162.41,122850000,130.35,55650000,233.74,71900000
"739",2022-01-24,36686.3,153770,2441.01,1560000,"High","High","Medium","Medium",-0.141503561633577,-6047.89999999999,0,4410.13,14509.58,425470000,296.37,86040000,161.62,162710000,130.8,76690000,233.72,91580000
"740",2022-01-25,36950.6,79680,2458.07,656030,"High","High","Medium","Medium",-0.158319856039726,-6951.4,0,4356.45,14149.12,283300000,288.49,72850000,159.78,115800000,126.93,46960000,223.24,66460000
"741",2022-01-26,36800.4,107870,2461.41,1050000,"High","High","Medium","Medium",-0.135328947368421,-5760.6,0,4349.93,14172.76,310910000,296.71,90430000,159.69,108280000,129.23,49130000,227.72,75600000
"742",2022-01-27,37164.3,83520,2424.66,774540,"High","High","Medium","Medium",-0.137184752503291,-5910,0,4326.5,14003.11,291780000,299.84,53480000,159.22,121960000,129.01,32020000,219.44,57340000
"743",2022-01-28,37745.1,69450,2545.95,634500,"High","High","Medium","Medium",-0.094359587118322,-3933.7,0,4431.85,14454.61,292470000,308.26,49740000,170.33,179940000,133.35,34360000,228.4,54380000
"744",2022-01-31,38498.6,61270,2686.82,601730,"High","High","High","Medium",-0.0544578407943827,-2218.3,0,4515.55,14930.05,311400000,310.98,46440000,174.78,115540000,135.3,39990000,244.86,56470000
"745",2022-02-01,38709.7,55200,2787.16,521740,"High","High","High","Medium",0.0612520733094817,2233.2,0,4546.54,15019.68,234440000,308.76,40950000,174.61,86210000,137.64,68640000,246.38,51890000
"746",2022-02-02,36890.2,53740,2681,602400,"High","High","High","Medium",0.00555793307038299,202.899999999994,0,4589.32,15139.74,297730000,313.46,36640000,175.84,84910000,148,123200000,252.42,54340000
"747",2022-02-03,37287.8,50350,2692.8,549270,"High","High","High","Medium",0.00912569755294923,336.200000000004,0,4477.44,14501.11,310210000,301.25,43730000,172.9,89420000,143.09,71520000,239.48,41020000
"748",2022-02-04,41567.6,95490,2994.99,908750,"High","High","High","High",0.129542070194889,4766.2,1,4500.54,14694.35,238700000,305.94,35100000,172.39,82470000,143.29,5.8e+07,243.19,35480000
"749",2022-02-07,43833.9,76600,3140.18,568420,"High","High","High","High",0.179462548736287,6668.6,1,4483.87,14571.25,203270000,300.95,28530000,171.66,77250000,139.2,54970000,247.28,37690000
"750",2022-02-08,44038.2,92880,3115.88,664450,"High","High","High","High",0.16672627705318,6292.1,1,4521.54,14747.03,211610000,304.56,32420000,174.83,74830000,139.4,54280000,251.08,41040000
"751",2022-02-09,44388.9,50920,3243.62,477820,"High","High","High","High",0.153000368844581,5889.3,1,4587.18,15056.96,220300000,311.21,31280000,176.28,71290000,141.59,40140000,267.05,52430000
"752",2022-02-10,43521,89690,3071.83,742540,"High","High","High","High",0.124291844163091,4810.3,1,4504.06,14705.64,259080000,302.38,45390000,172.12,90870000,138.62,39330000,258.24,51320000
"753",2022-02-11,42388.4,69950,2927.63,607930,"High","High","High","High",0.149042293075126,5497.2,1,4418.64,14253.84,289870000,295.04,39180000,168.64,98670000,134.28,39960000,239.49,60550000
"754",2022-02-14,42550.3,53600,2929.31,477240,"High","High","High","High",0.14113195200575,5261.5,1,4401.67,14268.59,249430000,295,36360000,168.88,86190000,135.53,34300000,242.67,44040000
